SSS JG,90th,75th,50th,25th,10th,AB+,AB+-25%,AB++25%,Job Grade(SSS Guide Chart),Fullname,Compa Range,Mid (yearly),Min (yearly),Max (yearly)
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2418768,1814076,3023460,11,Ava Galland,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2427864,1820898,3034830,11,Tawnya Saywood,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2448060,1836045,3060075,11,Dori Bevens,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2449848,1837386,3062310,11,Clint Widdicombe,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2461908,1846431,3077385,11,Mireielle Chstney,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2465196,1848897,3081495,11,Bartolemo Balma,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2467464,1850598,3084330,11,Adlai Pettit,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2473644,1855233,3092055,11,Ninon Leathwood,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2475324,1856493,3094155,11,Lin Dibbs,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2489472,1867104,3111840,11,Gabey Trethowan,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2489748,1867311,3112185,11,Korrie Plampin,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2492244,1869183,3115305,11,Lyn Walczynski,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2495424,1871568,3119280,11,Rosaline Griffe,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2500056,1875042,3125070,11,Eleanora Thornbarrow,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2501220,1875915,3126525,11,Jeffry Wastling,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2504208,1878156,3130260,11,Arabella Mont,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2536500,1902375,3170625,11,Ragnar Grandisson,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2536812,1902609,3171015,11,Kali Jeppe,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2558292,1918719,3197865,11,Tann Learmouth,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2576484,1932363,3220605,11,Roby Wintringham,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2582952,1937214,3228690,11,Murray Rooms,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2583924,1937943,3229905,11,Kristien Vedikhov,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
11,฿5320139.4958,฿4089894.7392,฿2998603.4818,฿2144395.3666,฿1653225.8256,$2610528,1957896,3263160,11,Jayme Desseine,95% - 104%,฿2489158.3802,฿1866868.7853,฿3111447.9751
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2620872,1965654,3276090,12,Forbes Toretta,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2627280,1970460,3284100,12,Filide Dinnies,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2630340,1972755,3287925,12,Aurthur Attoe,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2642808,1982106,3303510,12,Garv Tockell,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2645664,1984248,3307080,12,Caria Ingerman,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2650752,1988064,3313440,12,Jemie Tasseler,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2661924,1996443,3327405,12,Oona Offer,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2663448,1997586,3329310,12,Nettie Liley,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2667636,2000727,3334545,12,Eryn Fern,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2677488,2008116,3346860,12,Cristy Dumbarton,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2683428,2012571,3354285,12,Morten Ridgley,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2686488,2014866,3358110,12,Jo Medlar,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2703960,2027970,3379950,12,Stevie Kinglesyd,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2706780,2030085,3383475,12,Belvia Dockrell,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2709972,2032479,3387465,12,Cindi Dudgeon,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2718144,2038608,3397680,12,Jesus Marde,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2729724,2047293,3412155,12,Evy Bichener,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2741124,2055843,3426405,12,Erica Delany,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2741256,2055942,3426570,12,Jacki Mitro,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2764572,2073429,3455715,12,Julina Coatsworth,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2771340,2078505,3464175,12,Hedvige De Wolfe,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2780388,2085291,3475485,12,Marius Champkin,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2782116,2086587,3477645,12,Bradan Rozzier,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2785860,2089395,3482325,12,Rickey Colafate,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2791896,2093922,3489870,12,Wolf Sainsbury,75% - 84%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2829744,2122308,3537180,12,Delly Costerd,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2833236,2124927,3541545,12,Greer MacDearmaid,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2840784,2130588,3550980,12,Flora Kowalski,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2840868,2130651,3551085,12,Dwain Nias,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2852988,2139741,3566235,12,Randie Mouth,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2861220,2145915,3576525,12,Selle Barrington,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2863560,2147670,3579450,12,Padraig Carnell,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2880420,2160315,3600525,12,Eddi Holywell,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2882364,2161773,3602955,12,Antone Pinchback,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2882976,2162232,3603720,12,Fionna Wilkison,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2887596,2165697,3609495,12,Terrie Barnish,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2899752,2174814,3624690,12,Sib Coughan,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2899968,2174976,3624960,12,Babb Rosas,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2902884,2177163,3628605,12,Udall Dowson,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2914680,2186010,3643350,12,Stearn Bever,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2926356,2194767,3657945,12,Alika Karlik,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2926428,2194821,3658035,12,Anjela Berns,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2926896,2195172,3658620,12,Clair Muldownie,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2927868,2195901,3659835,12,Yankee Charteris,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2929368,2197026,3661710,12,Nicky Janssens,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2937180,2202885,3671475,12,Marlin Egdell,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2958060,2218545,3697575,12,Myron Millard,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2972760,2229570,3715950,12,Perla Vivyan,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2977380,2233035,3721725,12,Virgil Howat,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2979108,2234331,3723885,12,Spencer Gabitis,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2987844,2240883,3734805,12,Siobhan Antognelli,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2988852,2241639,3736065,12,Lion Ewbanck,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2991900,2243925,3739875,12,Lyda Everall,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2994060,2245545,3742575,12,Filide Summerlie,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$2994636,2245977,3743295,12,Murry Dominici,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3006660,2254995,3758325,12,Meredith Hansod,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3020172,2265129,3775215,12,Gerianne Tidbold,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3027612,2270709,3784515,12,Bell Di Biasi,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3036228,2277171,3795285,12,Obadiah Van Schafflaer,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3036924,2277693,3796155,12,Anet Dublin,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3044628,2283471,3805785,12,Greta Turneux,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3047424,2285568,3809280,12,Lynea Ashurst,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3054420,2290815,3818025,12,Tillie Cregin,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3058008,2293506,3822510,12,Robbert Molson,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3068616,2301462,3835770,12,Loria Pursey,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3095736,2321802,3869670,12,Adrian Westhead,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3111408,2333556,3889260,12,Uta Melmar,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3120252,2340189,3900315,12,Darya Itzkovsky,85% - 94%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3130020,2347515,3912525,12,Cosmo Viney,95% - 104%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3143640,2357730,3929550,12,Inge Bullon,95% - 104%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3148704,2361528,3935880,12,Robyn Takis,95% - 104%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3148908,2361681,3936135,12,Jaye Coxhell,95% - 104%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3171420,2378565,3964275,12,Munmro Ledamun,95% - 104%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3172884,2379663,3966105,12,Carolan Pigny,95% - 104%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3174156,2380617,3967695,12,Art Brisseau,95% - 104%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3186276,2389707,3982845,12,Beatrix Epelett,95% - 104%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3188544,2391408,3985680,12,Flem Simenon,95% - 104%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3191064,2393298,3988830,12,Sarge Dikels,95% - 104%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3197388,2398041,3996735,12,Emmie Lauchlan,95% - 104%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3204108,2403081,4005135,12,Modesty Kingescot,95% - 104%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3214008,2410506,4017510,12,Ulrike Seakes,95% - 104%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3227568,2420676,4034460,12,Laetitia Muccino,95% - 104%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3243624,2432718,4054530,12,Isac Dreus,95% - 104%,฿3293002.125,฿2469751.5934,฿4116252.6566
12,฿6608752.7432,฿5146076.6784,฿3923300.9228,฿2920143.8794,฿2273463.7178,$3260196,2445147,4075245,12,Erny Waywell,95% - 104%,฿3293002.125,฿2469751.5934,฿4116252.6566
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3266100,2449575,4082625,13,Annabela Pablos,Below 75%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3267060,2450295,4083825,13,Krystyna Bartozzi,Below 75%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3278532,2458899,4098165,13,Elnar Elsby,Below 75%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3284868,2463651,4106085,13,Richmound Chisnall,Below 75%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3315864,2486898,4144830,13,Kleon Monnery,Below 75%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3328128,2496096,4160160,13,Parke Loxton,Below 75%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3369072,2526804,4211340,13,Kerwin Wheadon,Below 75%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3374100,2530575,4217625,13,Marilee Moreton,Below 75%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3396972,2547729,4246215,13,Felicdad Seakin,Below 75%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3398052,2548539,4247565,13,Ash Slamaker,Below 75%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3421656,2566242,4277070,13,Sheffie McCrum,Below 75%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3427440,2570580,4284300,13,Rossie Everleigh,Below 75%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3437184,2577888,4296480,13,Chucho Herries,Below 75%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3439920,2579940,4299900,13,Jaine Pashan,Below 75%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3452520,2589390,4315650,13,Vi Khadir,75% - 84%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3461400,2596050,4326750,13,Baird Trays,75% - 84%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3489288,2616966,4361610,13,Travers Outhwaite,75% - 84%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3497724,2623293,4372155,13,Grata Yannoni,75% - 84%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3499956,2624967,4374945,13,Symon Raisher,75% - 84%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3508632,2631474,4385790,13,Reggis Greenset,75% - 84%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3510000,2632500,4387500,13,Marshal Goodbur,75% - 84%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3517584,2638188,4396980,13,Ermentrude Berrie,75% - 84%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3519636,2639727,4399545,13,Johnna Knotton,75% - 84%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3521100,2640825,4401375,13,Michelina Chester,75% - 84%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3548256,2661192,4435320,13,Rafaelita Lere,75% - 84%,฿4600048.3515,฿3450036.2638,฿5750060.4392
13,฿8656016.0044,฿6938015.391,฿5245258.999,฿3833707.9972,฿2954265.6856,$3566172,2674629,4457715,13,Kessiah Tallet,75% - 84%,฿4600048.3515,฿3450036.2638,฿5750060.4392
